name,category,era,museum,level,accession_year,material,image_urls,detail_url,source
郢爰金币,钱币,战国时代,菏泽市博物馆,二级,1991,单一质地/无机质/金,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000025/3717022180000580000025-C-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000025/3717022180000580000025-C-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000025/3717022180000580000025-D-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000025/3717022180000580000025-E-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=751b383213544435b554e2d3c7795d42,博物中国
唐寅山居对弈图轴,书法、绘画,明,菏泽市博物馆,二级,1991,单一质地/有机质/丝,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1004_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1005_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1006_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1007_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1008_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1009_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1010_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1011_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-A-1012_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-D-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-E-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-E-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-E-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-E-0004_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-E-0005_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-E-0006_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000026/3717022180000580000026-E-0007_wm.jpg,https://www.museumschina.cn/collection/details?id=8785ef55c49c449e896015461cdd0a0b,博物中国
龙山文化骨凿,牙骨角器,新石器时代,菏泽市博物馆,二级,1991,单一质地/有机质/骨角牙,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000034/3717022180000580000034-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000034/3717022180000580000034-A-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000034/3717022180000580000034-A-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000034/3717022180000580000034-A-0004_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000034/3717022180000580000034-A-0005_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000034/3717022180000580000034-A-0006_wm.jpg,https://www.museumschina.cn/collection/details?id=8ca2e5780f45404ea5f174efa35e1112,博物中国
彩绘陶俑,雕塑、造像,汉,菏泽市博物馆,二级,2001,单一质地/无机质/陶,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000020/3717022180000580000020-B-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000020/3717022180000580000020-C-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000020/3717022180000580000020-C-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000020/3717022180000580000020-C-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000020/3717022180000580000020-D-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000020/3717022180000580000020-E-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000020/3717022180000580000020-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=82879ea98e2c4d548c67bd22c2196330,博物中国
龙山文化骨镞,牙骨角器,新石器时代,菏泽市博物馆,二级,1991,单一质地/有机质/骨角牙,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000032/3717022180000580000032-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000032/3717022180000580000032-A-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000032/3717022180000580000032-A-0003_wm.jpg,https://www.museumschina.cn/collection/details?id=81e64e686423481e8273ed29bcb902f0,博物中国
彩绘陶马,雕塑、造像,汉,菏泽市博物馆,二级,2001,单一质地/无机质/陶,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000022/3717022180000580000022-C-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000022/3717022180000580000022-C-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000022/3717022180000580000022-D-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000022/3717022180000580000022-E-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000022/3717022180000580000022-E-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000022/3717022180000580000022-E-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000022/3717022180000580000022-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=b822e19adf904ef8ba1c0f2bd92b5a71,博物中国
龙山文化鹿角器,牙骨角器,新石器时代,菏泽市博物馆,二级,2001,单一质地/有机质/骨角牙,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000040/3717022180000580000040-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000040/3717022180000580000040-A-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000040/3717022180000580000040-A-0003_wm.jpg,https://www.museumschina.cn/collection/details?id=6fc5625d0ecb49f2809ab5b5688a2c98,博物中国
结跏趺坐铜佛,雕塑、造像,金,菏泽市博物馆,二级,1991,单一质地/无机质/铜,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000023/3717022180000580000023-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000023/3717022180000580000023-B-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000023/3717022180000580000023-C-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000023/3717022180000580000023-C-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000023/3717022180000580000023-C-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000023/3717022180000580000023-E-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000023/3717022180000580000023-E-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000023/3717022180000580000023-E-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000023/3717022180000580000023-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=57fafb593a9a4b08ba128883c4dd7a5d,博物中国
彩绘陶俑,雕塑、造像,西汉,菏泽市博物馆,二级,1997,单一质地/无机质/陶,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000011/3717022180000580000011-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000011/3717022180000580000011-C-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000011/3717022180000580000011-C-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000011/3717022180000580000011-D-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000011/3717022180000580000011-E-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000011/3717022180000580000011-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=871e8a5680464bb688c49d68d7bff3df,博物中国
龙山文化骨凿,牙骨角器,新石器时代,菏泽市博物馆,二级,1991,单一质地/有机质/骨角牙,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000035/3717022180000580000035-A-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000035/3717022180000580000035-A-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000035/3717022180000580000035-A-0004_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000035/3717022180000580000035-D-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=5e0d49ad444a467cba0213710fd46f73,博物中国
陶厕,陶器,东汉,菏泽市博物馆,二级,1998,单一质地/无机质/陶,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-0004_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-0005_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-1001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-1002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-1003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-1004_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-1005_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-1006_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-1007_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-1008_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-A-1009_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-B-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-D-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-E-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-E-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-E-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000014/3717022180000580000014-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=c57a6195e87440048a2090551e4d7b6f,博物中国
崇祯己卯年李古希柳燕图轴,书法、绘画,明,菏泽市博物馆,二级,2001,单一质地/有机质/纸,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000031/3717022180000580000031-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000031/3717022180000580000031-A-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000031/3717022180000580000031-A-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000031/3717022180000580000031-A-0004_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000031/3717022180000580000031-A-0005_wm.jpg,https://www.museumschina.cn/collection/details?id=59f84003f3544175a4f10ac4e6b3ccdf,博物中国
彩绘陶俑,雕塑、造像,西汉,菏泽市博物馆,二级,1997,单一质地/无机质/陶,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000012/3717022180000580000012-A-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000012/3717022180000580000012-C-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000012/3717022180000580000012-C-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000012/3717022180000580000012-D-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000012/3717022180000580000012-E-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/17/02/21800005/80000012/3717022180000580000012-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=8803180e0aac4537811d7df382779ba8,博物中国
镂空凤纹金簪,金银器,明,-,一级,2001,单一质地/无机质/金,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/10/03/21800005/20113987/4210032180000520113987-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/10/03/21800005/20113987/4210032180000520113987-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aF9E9B07DA8E1452BAFD12E3F19210935,博物中国
龙山文化石英岩研磨器,石器、石刻、砖瓦,新石器时代,莒南县博物馆,三级,1972,单一质地/无机质/石,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/13/27/21800002/00000019/3713272180000200000019-A-0000_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/13/27/21800002/00000019/3713272180000200000019-B-0000_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/13/27/21800002/00000019/3713272180000200000019-C-0000_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/13/27/21800002/00000019/3713272180000200000019-C-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/13/27/21800002/00000019/3713272180000200000019-C-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/13/27/21800002/00000019/3713272180000200000019-F-0000_wm.jpg,https://www.museumschina.cn/collection/details?id=aF9F234BC2E974CEF9D0024963BDCD828,博物中国
石灰石卧石羊,雕塑、造像,明,山东省济宁市任城区数字博物馆,未定级,2005,单一质地/无机质/石,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/08/11/21800002/00000155/3708112180000200000155-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/08/11/21800002/00000155/3708112180000200000155-C-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/08/11/21800002/00000155/3708112180000200000155-E-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aF9F33AD8F06B47D69438E33E5AD4508C,博物中国
《近三科墨卷》,古籍图书,清,麟游县博物馆,一般,1990,单一质地/有机质/纸,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/03/29/21800395/00001858/6103292180039500001858-A-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aF9E7EE585DFD4476AF5E3E59C5D19795,博物中国
铜剑,武器,秦,云梦县博物馆,二级,1975,单一质地/无机质/铜,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/09/23/21800003/10001831/4209232180000310001831-A-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/09/23/21800003/10001831/4209232180000310001831-A-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/09/23/21800003/10001831/4209232180000310001831-A-0004_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/09/23/21800003/10001831/4209232180000310001831-A-0005_wm.jpg,https://www.museumschina.cn/collection/details?id=aF9F59772547445B099F597E876C1FF12,博物中国
四龙连弧纹铜镜,铜器,西汉,-,一级,2005,单一质地/无机质/铜,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/10/03/21800005/20097305/4210032180000520097305-A-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aF9DAFDC18B23451690F1997EE84A04C0,博物中国
灰陶钵,陶器,东周,山东省青岛市李沧区数字博物馆,未定级,2002,单一质地/无机质/陶,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/02/13/21800011/00000087/3702132180001100000087-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/02/13/21800011/00000087/3702132180001100000087-B-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/02/13/21800011/00000087/3702132180001100000087-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aF9CBF3BFE22244448CD2B778E0C7EB87,博物中国
五铢铜钱,钱币,西汉,云梦县博物馆,一般,,单一质地/无机质/铜,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/09/23/21800003/10001477/4209232180000310001477-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/09/23/21800003/10001477/4209232180000310001477-B-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/42/09/23/21800003/10001477/4209232180000310001477-B-0002_wm.jpg,https://www.museumschina.cn/collection/details?id=aF9E7BA7C2EC64F1B9885DA05179BC622,博物中国
陶罐,陶器,汉,高青县博物馆,一般,,单一质地/无机质/陶,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/03/22/21800003/00000031/3703222180000300000031-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/03/22/21800003/00000031/3703222180000300000031-A-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/03/22/21800003/00000031/3703222180000300000031-A-0003_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/03/22/21800003/00000031/3703222180000300000031-B-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/03/22/21800003/00000031/3703222180000300000031-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aFA073388D6E040F1A52608C8D248EDBD,博物中国
项坠,石器、石刻、砖瓦,新石器时代,山东省聊城市茌平县数字博物馆,三级,1976,单一质地/无机质/石,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/15/23/21800002/00000413/3715232180000200000413-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/15/23/21800002/00000413/3715232180000200000413-B-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/15/23/21800002/00000413/3715232180000200000413-C-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/15/23/21800002/00000413/3715232180000200000413-C-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/15/23/21800002/00000413/3715232180000200000413-E-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/15/23/21800002/00000413/3715232180000200000413-E-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/15/23/21800002/00000413/3715232180000200000413-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aFA2393A8C3434355A5CBC9535CAF5116,博物中国
银杖,金银器,明,江苏省无锡市锡山区数字博物馆,一般,,单一质地/无机质/银,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/32/02/05/21800008/00000933/3202052180000800000933-A-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aFA34B813AC274A03887E4E2CA8185392,博物中国
流鎏金铜佛造像,雕塑、造像,中华民国,富平文庙博物馆,一般,1980,单一质地/无机质/铜,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/05/28/21800280/00000874/6105282180028000000874-A-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aFA0C609533554B77A45A0819C15C5807,博物中国
鎏金铜坐像,铜器,明,陕西省数字博物馆,三级,2001,复合或组合质地/无机复合或组合/铜,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/06/26/11800116/00000443/6106261180011600000443-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/06/26/11800116/00000443/6106261180011600000443-B-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/06/26/11800116/00000443/6106261180011600000443-D-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/06/26/11800116/00000443/6106261180011600000443-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aFA3CA76299F54E19AA5D750BBB60349E,博物中国
四出纹金钱,钱币,明,陇县博物馆,二级,1974,单一质地/无机质/金,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/03/27/21800396/00004829/6103272180039600004829-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/03/27/21800396/00004829/6103272180039600004829-A-0002_wm.jpg,https://www.museumschina.cn/collection/details?id=aFA3F922066C7444DBD22B3DEF5A2533B,博物中国
蚌镰,牙骨角器,商,东营市历史博物馆,未定级,2008,单一质地/有机质/骨角牙,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/05/23/21800006/00003351/3705232180000600003351-B-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/05/23/21800006/00003351/3705232180000600003351-D-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/37/05/23/21800006/00003351/3705232180000600003351-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aFA20512D9BA24788A57AF0B4349B0BF8,博物中国
仿大明宣德年制双耳三足炉,铜器,清,陕西省数字博物馆,三级,2000,单一质地/无机质/铜,http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/03/30/21800384/00001385/6103302180038400001385-A-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/03/30/21800384/00001385/6103302180038400001385-A-0002_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/03/30/21800384/00001385/6103302180038400001385-B-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/03/30/21800384/00001385/6103302180038400001385-E-0001_wm.jpg|http://www.museumschina.cn/img/waterMark/2019-01-02-14-28-22/yipu/da/61/03/30/21800384/00001385/6103302180038400001385-F-0001_wm.jpg,https://www.museumschina.cn/collection/details?id=aFA1ED2B4F14E479BAA102CE83FDFCA95,博物中国
